MANUAL_SFI23,1106030427,2024,Z1972200,80281,G00 - Gross value of claim,11.08,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1663690
MANUAL_SFI23,1102433290,2024,Z1962531,80281,G00 - Gross value of claim,136.32,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1658515
MANUAL_SFI23,1101390792,2024,Z1962534,80281,G00 - Gross value of claim,148.32,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1657909
MANUAL_SFI23,1105107736,2024,Z1966977,80281,G00 - Gross value of claim,14.79,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1657474
MANUAL_SFI23,1101744796,2024,Z1972266,80281,G00 - Gross value of claim,10.18,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1663083
MANUAL_SFI23,1101895713,2024,Z1951790,80281,G00 - Gross value of claim,11.29,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1660115
MANUAL_SFI23,1100321093,2024,Z1978121,80281,G00 - Gross value of claim,22.60,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1669620
MANUAL_SFI23,1102425712,2024,Z1966989,80281,G00 - Gross value of claim,248.86,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1658608
MANUAL_SFI23,1101187166,2024,Z1967368,80281,G00 - Gross value of claim,48.81,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1657685
MANUAL_SFI23,1102468420,2024,Z1951772,80281,G00 - Gross value of claim,8.54,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1655910
MANUAL_SFI23,1101099111,2024,Z1970684,80281,G00 - Gross value of claim,36.05,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1664234
MANUAL_SFI23,1102218839,2024,Z1954011,80281,G00 - Gross value of claim,32.14,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1662039
MANUAL_SFI23,1102417373,2024,Z1951664,80281,G00 - Gross value of claim,34.88,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1670018
MANUAL_SFI23,1102051290,2024,Z1953028,80281,G00 - Gross value of claim,12.56,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1658594
MANUAL_SFI23,1101979666,2024,Z1962528,80281,G00 - Gross value of claim,188.68,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1660244
MANUAL_SFI23,1102433290,2024,Z1970986,80281,G00 - Gross value of claim,136.32,2025-02-05,Q1,SOS710,,,,,,DRD10,NE00,1658515
